ARTNR1|ABEZ1
6666-1000|Nadelspiel Deluxe, 10,0 mm, 20 cm
KST9999|"Gutschrift nur für Konventionalstrafe RE "
4889-07|Macramé
4889-08|Macramé
6323|Perlgarn, 12 x 5 g, 12 Farben
6274-01-R|Big Ball Filzy Edition 2,  Einzelfarbe
6274-03-R|Big Ball Filzy Edition 2,  Einzelfarbe
6274-04-R|Big Ball Filzy Edition 2,  Einzelfarbe
6274-05-R|Big Ball Filzy Edition 2,  Einzelfarbe
6274-06-R|Big Ball Filzy Edition 2,  Einzelfarbe
7373|Piazza, Fischer Wolle
7374|Piazza, Fischer Wolle
4850-BOX-RE|Häkelset Re-Cotton Box gemischt sortiert, VE 20
6278-ZI-888|Multicolore, 8 kg Sortiment, Zimmermann
6256-00-R|Sol de Mar III, 6 Kg Sortiment, gemischt sortiert
1000-MINI-8|Regalleiste magnetisch CQ Mini 1 x 1,25 m mit EAN
1000-MINI-9|Regalleiste magnetisch FunnyMini 1 x1,25 m mit EAN
6269-01-R|Polar, Einzelfarbe
6269-02-R|Polar, Einzelfarbe
6269-04-R|Polar, Einzelfarbe
6269-05-R|Polar, Einzelfarbe
6269-06-R|Polar, Einzelfarbe
6324-0|Cotton Soft
6324-01|Cotton Soft
6324-02|Cotton Soft
6324-03|Cotton Soft
6324-04|Cotton Soft
6324-05|Cotton Soft
6324-06|Cotton Soft
6324-07|Cotton Soft
6324-08|Cotton Soft
6324-09|Cotton Soft
6324-10|Cotton Soft
6324-11|Cotton Soft
6324-12|Cotton Soft
6324-13|Cotton Soft
6324-14|Cotton Soft
6324-15|Cotton Soft
6324-16|Cotton Soft
6324-17|Cotton Soft
6324-18|Cotton Soft
6324-19|Cotton Soft
6324-20|Cotton Soft
6324-21|Cotton Soft
6324-22|Cotton Soft
6325-00|Hot Socks Cashmere, 6 kg Sortiment
6326-00|Hot Socks Alpaca, 6 kg Sortiment
6327-00|Hot Socks Silk, 6 kg Sortiment
6328-0|Hot Socks Selezione 4-fach
6328-104|Hot Socks Selezione 4-fach
6328-105|Hot Socks Selezione 4-fach
6328-106|Hot Socks Selezione 4-fach
6328-107|Hot Socks Selezione 4-fach
6328-108|Hot Socks Selezione 4-fach
6328-109|Hot Socks Selezione 4-fach
6328-110|Hot Socks Selezione 4-fach
6328-111|Hot Socks Selezione 4-fach
6328-112|Hot Socks Selezione 4-fach
6328-113|Hot Socks Selezione 4-fach
6328-114|Hot Socks Selezione 4-fach
6328-115|Hot Socks Selezione 4-fach
6328-116|Hot Socks Selezione 4-fach
6328-117|Hot Socks Selezione 4-fach
6328-118|Hot Socks Selezione 4-fach
6328-119|Hot Socks Selezione 4-fach
6329-0|Hot Socks Selezione 6-fach
6329-101|Hot Socks Selezione 6-fach
6329-102|Hot Socks Selezione 6-fach
6329-103|Hot Socks Selezione 6-fach
6330-00|Sevilla, 6 kg Sortiment
6331-00|Lyon, 6 kg Sortiment
6332-00|Lille, 6 kg Sortiment
6333-00|Paris, 6 kg Sortiment
6334-00|Grenoble, 6 kg Sortiment
6335-00|Toulouse, 6 kg Sortiment
6274-0-R|Big Ball Filzy Edition 2,  Einzelfarbe
6132-0|Fashion, Einzelfarben
6054-0|Lucky Soft, Einzelfarben
10290-0|BASICS ALL SEASON
6150-0|Dolce Mohair Lamè
13840-0|ESTATE
6283-0|FRESCO LINO
6264-0|GRANNY MANIA
12041-0|MEILENWEIT 50 MERINO HAND-DYED JAM
14470-0|MERINO SETA
6192-0|MOSAICO
13890-0|MY COTTON
7588-0|Schachenmayr Alpaca Big Capri
7966-0|Schachenmayr Alpaca Big Capri II
7587-0|Schachenmayr Cosy Wool Black
7373-0|Schachenmayr Summer Shine Coral
10090-0|SOLO COTONE
12400-0|MERINO PLUS
6312-0|NORWAY REGULAR
10820-0|"VENEZIA "
12750-0|"COCCOLINO "
895-0|MEILENWEIT 50 SPECIALE
11453-0|"MOTIVO "
6311-0|NORWAY FINE
12410-0|"TECWOOL "
6185-0|MANTRA COLOR
12040-0|MEILENWEIT 50 MERINO HAND-DYED SPECIAL
6288-RST-0|Elena, Einzelfarbe
6288-RST-01|Elena, Einzelfarbe
6288-RST-04|Elena, Einzelfarbe
6288-RST-06|Elena, Einzelfarbe
6288-RST-07|Elena, Einzelfarbe
6288-RST-08|Elena, Einzelfarbe
6288-RST-09|Elena, Einzelfarbe
6288-RST-02|Elena, Einzelfarbe
6288-RST-03|Elena, Einzelfarbe
6287-R-02|Liana, Einzelfarbe
6287-R-05|Liana, Einzelfarbe
6287-R-06|Liana, Einzelfarbe
6287-R-08|Liana, Einzelfarbe
6287-R-09|Liana, Einzelfarbe
6287-R-01|Liana, Einzelfarbe
6287-R-03|Liana, Einzelfarbe
6291-R-01|Terra, Einzelfarbe
6291-R-03|Terra, Einzelfarbe
6291-R-04|Terra, Einzelfarbe
6291-R-05|Terra, Einzelfarbe
6291-R-06|Terra, Einzelfarbe
6291-R-07|Terra, Einzelfarbe
6291-R-08|Terra, Einzelfarbe
6287-R-0|Liana, Einzelfarbe
6291-R-0|Terra, Einzelfarbe
1000-APDF-643-D|Anleitung PDF Luminosa
1000-APDF-643-E|Anleitung PDF Luminosa
1000-APDF-643-F|Anleitung PDF Luminosa
1000-APDF-644-D|Anleitung PDF Finezza
1000-APDF-644-E|Anleitung PDF Finezza
1000-APDF-644-F|Anleitung PDF Finezza
1000-APDF-645-D|Anleitung PDF Happy Color Batik
1000-APDF-645-E|Anleitung PDF Happy Color Batik
1000-APDF-645-F|Anleitung PDF Happy Color Batik
1000-APDF-646-D|Anleitung PDF Cotton Fun
1000-APDF-647-D|Anleitung PDF Merino Mio
1000-APDF-648-D|Anleitung PDF Cotton Fun
1000-APDF-649-D|Anleitung PDF Martinello
1000-APDF-649-E|Anleitung PDF Martinello
1000-APDF-649-F|Anleitung PDF Martinello
1000-APDF-650-D|Anleitung PDF Melange
1000-APDF-651-D|Anleitung PDF Macramé
1000-APDF-652-D|Anleitung PDF Macramé
1000-APDF-653-D|Anleitung PDF Merino Mio
1000-APDF-654-D|Anleitung PDF Cotton Quick Mini
1000-APDF-655-D|Anleitung PDF Cotton Quick Mini
1000-APDF-656-D|Anleitung PDF Cotton Quick Mini
1000-APDF-657-D|Anleitung PDF Quick & Cosy
1000-APDF-658-D|Anleitung PDF Baby Dream
1000-APDF-659-D|Anleitung PDF Baby Dream
1000-APDF-660-D|Anleitung PDF Hot Socks Merino
1000-PA-5|Hängekorb 100 cm Breite für Wandregal, Pagro
6336-00|Verena, 10 kg Sortiment
6337-00|Luisa, 8 kg Sortiment
6338-00|Sockenwolle Mezzo, 6 kg Sortiment
6339-00|Sockenwolle Piano, 6 kg Sortiment
6340-00|Sockenwolle Cello, 6 kg Sortiment
6341-00|Sockenwolle Viola, 6 kg Sortiment
6342-00|Sockenwolle Basso, 6 kg Sortiment
6343-0|Hot Socks XMAS 4-fach
6343-XMAS-1|Hot Socks XMAS 4-fach
6344-0|Hot Socks XMAS 6-fach
6344-XMAS-1|Hot Socks XMAS 6-fach
6345-0|Hot Socks XMAS 4-fach glitter (Silberfaden)
6345-XMAS-1|Hot Socks XMAS 4-fach glitter (Silberfaden)
2614-LIASSE-21|Filzwolle color, Liasse 21
2613-LIASSE-04|Filzwolle uni, Liasse 04
813-LIASSE-101|Häkelgarn 100, Liasse 101
872-LIASSE-8201|Glitter uni, Liasse 8201
3457-LIASSE-01|Baby color, Liasse 01
4692-LIASSE-03|Hot Socks Torbole, 4-fach, Liasse 03
6171-LIASSE-04|Papagallo, Liasse 04
6346-0|Chunky Degradé
6346-01|Chunky Degradé
6346-02|Chunky Degradé
6346-03|Chunky Degradé
6346-04|Chunky Degradé
6346-05|Chunky Degradé
6346-06|Chunky Degradé
24-10-4-DE|Sockenwolle uni/print, Sep.24, Netto, 1,2 kg Sort
24-10-4-DE-401-402|Sockenw. uni/print lila, Sep.24, Netto,1,2 kg Sort
24-10-4-DE-403-404|Sockenw.uni/print natur, Sep.24, Netto,1,2 kg Sort
24-10-4-DE-407-408|Sockenw.uni/print blau, Sep.24, Netto,1,2 kg Sort
24-97-4-DE|Handstrickg. 400g, Sep.24, Netto, 3,2 kg Sort.
24-97-4-DE-71|Handstrickg. 400g bord, Sep.24, Netto,3,2 kg Sort.
24-97-4-DE-73|Handstrickg. 400g natu, Sep.24, Netto,3,2 kg Sort.
24-97-4-DE-72|Handstrickg. 400g blau, Sep.24, Netto,3,2 kg Sort.
24-97-4-DE-74|Handstrickg. 400g anth, Sep.24, Netto,3,2 kg Sort.
6347-0|Hello Again
6347-01|Hello Again
6347-02|Hello Again
6347-03|Hello Again
6347-04|Hello Again
6347-05|Hello Again
6347-06|Hello Again
6347-07|Hello Again
6347-08|Hello Again
6347-09|Hello Again
6347-10|Hello Again
6347-11|Hello Again
6347-12|Hello Again
6348-0|Ornella Print, 50 g
6348-01|Ornella Print, 50 g
6349-0|Baby Cashmere, 50 g
6349-01|Baby Cashmere, 50 g
6349-02|Baby Cashmere, 50 g
6350-0|Parsifal, 50 g
6350-01|Parsifal, 50 g
6350-02|Parsifal, 50 g
6350-03|Parsifal, 50 g
6350-04|Parsifal, 50 g
6350-05|Parsifal, 50 g
6350-06|Parsifal, 50 g
6351-0|Softy, 50 g
6351-01|Softy, 50 g
6351-02|Softy, 50 g
6351-03|Softy, 50 g
6351-04|Softy, 50 g
6351-05|Softy, 50 g
6351-06|Softy, 50 g
01428-0|VARIOPINTO
01428-572|VARIOPINTO
01428-573|VARIOPINTO
01428-574|VARIOPINTO
01428-576|VARIOPINTO
01428-578|VARIOPINTO
01428-579|VARIOPINTO
01425-520|LOVER
01425-521|LOVER
01425-523|LOVER
01425-525|LOVER
01425-526|LOVER
01425-528|LOVER
01425-529|LOVER
01425-530|LOVER
01425-531|LOVER
01425-533|LOVER
01425-534|LOVER
01425-535|LOVER
01430-306|WOOL BALL
01430-307|WOOL BALL
01430-311|WOOL BALL
01430-312|WOOL BALL
01430-314|WOOL BALL
01430-315|WOOL BALL
01430-317|WOOL BALL
01430-318|WOOL BALL
01530-090|GAP
01530-093|GAP
01530-100|GAP
01530-145|GAP
01530-147|GAP
01530-155|GAP
01530-158|GAP
01530-184|GAP
01530-206|GAP
01530-355|GAP
01530-407|GAP
01530-426|GAP
01530-550|GAP
01530-583|GAP
01530-584|GAP
01530-595|GAP
01530-600|GAP
01530-612|GAP
01530-613|GAP
01530-701|GAP
01530-702|GAP
01530-200|GAP
01530-337|GAP
01530-417|GAP
01421-664|4 YOU
01421-665|4 YOU
01421-666|4 YOU
01421-667|4 YOU
01421-668|4 YOU
01421-669|4 YOU
01421-670|4 YOU
01421-671|4 YOU
01421-672|4 YOU
01425-0|LOVER
01430-0|WOOL BALL
01530-0|GAP
01421-0|4 YOU
1000-EWT-HS24|EWTurm Hot Socks Selezione 4-fach_6-fach 23,7 kg
1000-T-HS24|Topschild Hot Socks Selezione 2024
1000-AF-HS24|Anleitungsfolder Hot Socks Selezione 2024
1000-T-S24AB|"Topschild Happy Hobby „Schalgarne"" 2024"
1000-EWT-S24A|EWTurm Happy Hobby 100 g Schalgarn 15 kg
1000-EWT-S24B|EWTurm Happy Hobby 100 g Schalgarn 15 kg
1000-AF-253|Anleitungsfolder Alaska uni D,F
1000-AF-254|Anleitungsfolder Alpasoft D, E ,F
1000-AF-255|Anleitungsfolder Happy Color Batik D,E,F
1000-AF-256|Anleitungsfolder Luminosa D, E, F
1000-AF-257|Anleitungsfolder Merino Mio D,E,F
1000-AF-258|Anleitungsfolder Papagallo D,E,F
1000-AF-259|Anleitungsfolder Pastello D,F
1000-AF-260|"Anleitungsfolder Saragossa D,E,F "
6347-13|Hello Again
6347-14|Hello Again
6347-15|Hello Again
6352-00|Big Lady uni XI, 12 kg Sortiment
6353-00|Big Lady uni XII, 12 kg Sortiment
6270-R-01|Magia, Einzelfarbe
6270-R-0|Magia, Einzelfarbe
6270-R-02|Magia, Einzelfarbe
6270-R-03|Magia, Einzelfarbe
6270-R-04|Magia, Einzelfarbe
6270-R-06|Magia, Einzelfarbe
6276-R-0|Martinello, Einzelfarbe
6276-R-01|Martinello, Einzelfarbe
6276-R-02|Martinello, Einzelfarbe
6276-R-03|Martinello, Einzelfarbe
6276-R-04|Martinello, Einzelfarbe
6276-R-06|Martinello, Einzelfarbe
1000-AF-261|Anleitungsfolder Finezza D,E,F
1000-IAW-119|DWTurm UVP 1,19 € IAW 2024, 38 kg
1000-IAW-399|DWTurm UVP 3,99 € IAW 2024, 39 kg
1000-T-IAW01|"Topschild „DWT IAW "" 2024"
1000-APDF-661-D|Anleitung PDF Hot Socks Como 4-fach
1000-APDF-662-D|Anleitung PDF Hot Socks Como 6-fach
1000-APDF-663-D|Anleitung PDF Hot Socks Erba 4-fach
1000-APDF-664-D|Anleitung PDF Hot Socks Erba 6-fach
1000-APDF-665-D|Anleitung PDF Hot Socks Lugano 4-fach
1000-APDF-666-D|Anleitung PDF Hot Socks Lugano 6-fach
1000-APDF-667-D|Anleitung PDF Hot Socks Mandello 4-fach
1000-APDF-668-D|Anleitung PDF Hot Socks Mandello 6-fach
1000-APDF-669-D|Anleitung PDF Mirabella
1000-APDF-670-D|Anleitung PDF Papagallo
1000-APDF-671-D|Anleitung PDF Mohana
1000-APDF-672-D|Anleitung PDF Melange
1000-APDF-673-D|Anleitung PDF Alpasoft
1000-APDF-674-D|Anleitung PDF Shetland
1000-APDF-675-D|Anleitung PDF Alaska uni
1000-APDF-676-D|Anleitung PDF Saragossa
1000-APDF-677-D|Anleitung PDF Pastello
1000-APDF-678-D|Anleitung PDF Cotton Quick uni
1000-APDF-679-D|Anleitung PDF Alpasoft
1000-APDF-680-D|Anleitung PDF Camello
1000-APDF-681-D|Anleitung PDF Cotton Quick Mini Shades
1000-APDF-682-D|Anleitung PDF Nordic Chunky
1000-APDF-683-D|Anleitung PDF Scandinavia
1000-APDF-684-D|Anleitung PDF Sylt
1000-APDF-685-D|Anleitung PDF Finezza
1000-APDF-686-D|Anleitung PDF Luminosa
1000-APDF-687-D|Anleitung PDF Merino Mio
1000-APDF-688-D|Anleitung PDF Maravilla
1000-APDF-689-D|Anleitung PDF Soft Melange
1000-APDF-690-D|Anleitung PDF Saragossa Shades
1000-APDF-691-D|Anleitung PDF Cottolino
1000-APDF-692-D|Anleitung PDF_Cotton Quick Batik
1000-APDF-693-D|Anleitung PDF Cotton Quick print
1000-APDF-694-D|Anleitung PDF Cotton Fun
1000-APDF-695-D|Anleitung PDF King Cotton
1000-APDF-696-D|Anleitung PDF Living
1000-APDF-697-D|Anleitung PDF Hot Socks uni 50
1000-APDF-698-D|Anleitung PDF Hot Socks Merino
1000-APDF-699-D|Anleitung PDF Hot Socks Merino
1000-APDF-700-D|Anleitung PDF Hot Socks Merino
1000-RE-2024-03|Einzelwollturm Herbstaktion 2024 REWE
1000-S-12|Schütte hellblau für Wollturm, ohne Ware zerlegt
1000-GL-6213|EWTurm Mio Aktion 2024 Quick & Cosy Globus
1000-ED-2025-01|Einzelwolllturm 1€ -Wollturm 2025 EDEKA
6267-R-0|Costa Brava I, Einzelfarbe
6267-R-02|Costa Brava I, Einzelfarbe
6267-R-03|Costa Brava I, Einzelfarbe
6267-R-04|Costa Brava I, Einzelfarbe
6267-R-05|Costa Brava I, Einzelfarbe
6267-R-06|Costa Brava I, Einzelfarbe
6268-R-0|Costa Brava II, Einzelfarbe
6268-R-08|Costa Brava II, Einzelfarbe
6268-R-09|Costa Brava II, Einzelfarbe
6268-R-10|Costa Brava II, Einzelfarbe
6268-R-11|Costa Brava II, Einzelfarbe
6268-R-12|Costa Brava II, Einzelfarbe
01530-749|GAP
1000-T-H01|Topschild Happy Hobby hellblau
1000-T-H02|Topschild Happy Hobby hellgrün
6289-R-01|Super Soft color, Einzelfarbe
6289-R-02|Super Soft color, Einzelfarbe
6289-R-03|Super Soft color, Einzelfarbe
6289-R-04|Super Soft color, Einzelfarbe
6289-R-05|Super Soft color, Einzelfarbe
6289-R-06|Super Soft color, Einzelfarbe
6289-R-07|Super Soft color, Einzelfarbe
6289-R-08|Super Soft color, Einzelfarbe
6289-R-0|Super Soft color, Einzelfarbe
6249-RP-888|Big Madame uni III, Repo Sortiment, 11 VE, 3,3 kg
6354-0|Verano
6354-01|Verano
6354-02|Verano
6354-03|Verano
6354-04|Verano
6354-05|Verano
6354-06|Verano
6354-07|Verano
6354-08|Verano
6355-0|Primavera
6355-01|Primavera
6355-02|Primavera
6355-03|Primavera
6355-04|Primavera
6355-05|Primavera
6355-06|Primavera
6355-07|Primavera
6355-08|Primavera
6356-0|Estate
6356-01|Estate
6356-02|Estate
6356-03|Estate
6356-04|Estate
6356-05|Estate
6356-06|Estate
6356-07|Estate
6356-08|Estate
1000-RE-2025-01|Einzelwollturm Frühjahrsturm 2025 REWE
12041-ZI-888|MEILENWEIT 50 MERINO HAND-DYED,gemischt Zimmermann
6118-ZI-888|Sol de Mar II, 5 kg Sortiment gemischt, Zimmermann
7373-ZI-888|Schachenmayr Summer Shine, 6 kg Sort. Zimmermann
6131-ZI-888|Funny Bloom, 6 kg Sortiment gemischt, Zimmermann
4919-R-01|Big Lady Print XI, Einzelfarbe
4919-R-03|Big Lady Print XI, Einzelfarbe
4919-R-04|Big Lady Print XI, Einzelfarbe
4919-R-05|Big Lady Print XI, Einzelfarbe
4919-R-06|Big Lady Print XI, Einzelfarbe
4922-R-02|Big Lady Print XII, Einzelfarbe
4922-R-04|Big Lady Print XII, Einzelfarbe
4922-R-06|Big Lady Print XII, Einzelfarbe
4924-R-01|Big Lady Print XIII, Einzelfarbe
4924-R-03|Big Lady Print XIII, Einzelfarbe
4924-R-04|Big Lady Print XIII, Einzelfarbe
4924-R-05|Big Lady Print XIII, Einzelfarbe
4924-R-06|Big Lady Print XIII, Einzelfarbe
4919-R-0|Big Lady Print XI, Einzelfarbe
4922-R-0|Big Lady Print XII, Einzelfarbe
4924-R-0|Big Lady Print XIII, Einzelfarbe
1000-S-13|Schütte flieder für Wollturm, ohne Ware zerlegt
13890-406546-OT-888|MY COTTON, 2,4 kg Sort, VE = 12 SB, OTTOS
6421-0|Bastelset in Box, Unicorn _TEST
6267-406545-OT-888|Costa Brava I, 4,8 kg Sort, VE=24 SB, OTTOS
6231-406544-OT-888|Corsica III, 4 kg Sort, VE=20 SB, OTTOS
6421-4-WIP_EB|Bastelset in Box, Unicorn
6430-4-WIP_EB|Kinder-Nähset, Giraffe
9891273-00379|Sockenwolle Regia 4-fach Garden Color, 6 kg Sort.
6276-R-05|Martinello, Einzelfarbe
6357-00|Big Lady Print XV, 7,2 kg Sortiment
6358-00|Big Lady Print XVI, 7,2 kg Sortiment
6359-00|Big Lady Print XVII, 7,2 kg Sortiment
6277-01-JAK|Soft Melange, Jakob
6277-02-JAK|Soft Melange, Jakob
6277-03-JAK|Soft Melange, Jakob
6277-04-JAK|Soft Melange, Jakob
6277-05-JAK|Soft Melange, Jakob
6277-06-JAK|Soft Melange, Jakob
6276-01-JAK|Martinello, Jakob
6276-02-JAK|Martinello, Jakob
6276-03-JAK|Martinello, Jakob
6276-04-JAK|Martinello, Jakob
6276-05-JAK|Martinello, Jakob
6276-06-JAK|Martinello, Jakob
6256-01-MA|Sol de Mar III, Manor
6256-02-MA|Sol de Mar III, Manor
1000-AF-262|Anleitungsfolder Saragossa Shades, D, F
6256-03-MA|Sol de Mar III, Manor
6256-04-MA|Sol de Mar III, Manor
6256-05-MA|Sol de Mar III, Manor
6256-06-MA|Sol de Mar III, Manor
6256-07-MA|Sol de Mar III, Manor
6256-08-MA|Sol de Mar III, Manor
6223-01-MA|Cotton Chic, Manor
6223-02-MA|Cotton Chic, Manor
6223-03-MA|Cotton Chic, Manor
6223-04-MA|Cotton Chic, Manor
6223-05-MA|Cotton Chic, Manor
6223-06-MA|Cotton Chic, Manor
9891273-00380|Sockenwolle Regia 4-fach Mini Stripes, 6 kg Sort.
6172-01-JAK|Kid & Knit, Einzelfarbe, Jakob
6172-02-JAK|Kid & Knit, Einzelfarbe, Jakob
6172-03-JAK|Kid & Knit, Einzelfarbe, Jakob
6179-01-JAK|Wool a Hoop, Einzelfarbe, Jakob
6179-02-JAK|Wool a Hoop, Einzelfarbe, Jakob
6179-03-JAK|Wool a Hoop, Einzelfarbe, Jakob
6179-04-JAK|Wool a Hoop, Einzelfarbe, Jakob
6179-05-JAK|Wool a Hoop, Einzelfarbe, Jakob
6231-01MA|Corsica III, Manor
6231-02MA|Corsica III, Manor
6231-03MA|Corsica III, Manor
6231-04MA|Corsica III, Manor
6231-05MA|Corsica III, Manor
6231-06MA|Corsica III, Manor
6231-07MA|Corsica III, Manor
6231-08MA|Corsica III, Manor
6231-09MA|Corsica III, Manor
6231-10MA|Corsica III, Manor
6179-01-MA|Wool a Hoop, Einzelfarbe, Manor
6179-02-MA|Wool a Hoop, Einzelfarbe, Manor
6179-03-MA|Wool a Hoop, Einzelfarbe, Manor
6179-04-MA|Wool a Hoop, Einzelfarbe, Manor
6179-05-MA|Wool a Hoop, Einzelfarbe, Manor
6115-01-MA|Sockenwolle Pronto, Manor
6115-02-MA|Sockenwolle Pronto, Manor
6115-03-MA|Sockenwolle Pronto, Manor
6115-04-MA|Sockenwolle Pronto, Manor
6115-05-MA|Sockenwolle Pronto, Manor
6115-06-MA|Sockenwolle Pronto, Manor
6111-01-MA|Sockenwolle Oxford, Manor
6111-02-MA|Sockenwolle Oxford, Manor
6111-03-MA|Sockenwolle Oxford, Manor
6111-04-MA|Sockenwolle Oxford, Manor
6111-05-MA|Sockenwolle Oxford, Manor
6111-06-MA|Sockenwolle Oxford, Manor
13200-564|BASICS COTTON STRIPES
13200-567|BASICS COTTON STRIPES
13200-568|BASICS COTTON STRIPES
13200-996|BASICS COTTON STRIPES
18520-203|BASICS INDIA
18520-205|BASICS INDIA
11450-00|MOTIVO, 5 kg Sortiment
11471-00|BASICS CAIPO, 5 kg Sortiment
13280-001|COTTON MÉLANGE
13280-002|COTTON MÉLANGE
13280-003|COTTON MÉLANGE
13280-005|COTTON MÉLANGE
13280-006|COTTON MÉLANGE
13280-009|COTTON MÉLANGE
13280-010|COTTON MÉLANGE
13280-011|COTTON MÉLANGE
13280-012|COTTON MÉLANGE
13280-013|COTTON MÉLANGE
13280-014|COTTON MÉLANGE
13280-017|COTTON MÉLANGE
180-0366|FELTRO
180-1300|FELTRO
180-1301|FELTRO
180-1302|FELTRO
180-1304|FELTRO
180-0621|FELTRO
180-0622|FELTRO
180-0623|FELTRO
180-0624|FELTRO
180-0625|FELTRO
180-0626|FELTRO
180-0627|FELTRO
180-0628|FELTRO
18322-00|MEILENWEIT 100 Aktion, 10 kg Sortiment
13200-0|BASICS COTTON STRIPES
18520-0|BASICS INDIA
13280-0|COTTON MÉLANGE
1000-ED-2024-03|Einzelwolllturm HS Selezione 2024 EDEKA
1801-0|FELTRO
180-0|FELTRO RIGATTO - FELTRO PRINT
6092-ED-888|Häkeltiere Sort. 4 x 4 Tiere =  VE16 Boxen, Edeka
6132-JA-888|Fashion, 3 kg Sortiment, Jawoll
895-JA-888|MEILENWEIT 50 SPECIALE, 6 kg Sort., Jawoll
3758-JA-888|Pretty, 10 kg Sortiment, Jawoll
5017816-24-82-2-FR|Handicraft needles, Nov.24, Aldi Nord FR, 30 sets
9891273-00287|Regia Color 4f, Holy Season 5x100g 6 kg Sort.
9891273-R0289|Regia Color 4f, Blue United 5x100g 6 kg Sort.
9891273-R0356|Regia Color 4f, Arabesque 5x100g 6 kg Sort.
9891285-00018|Regia Color 6f, Cool Style 5x150g 9 kg Sort.
9891285-00019|"Regia Color 6f, Talking Lines 5x150g 6 kg Sort. "
9891613-00012|Regia Color 4f, Pairfect Stripeway 10x100g 8 kg So
9891613-B0014|"Regia Color 4f, Pairfect Contrasting 10x100g 6 kg "
9891613-R0014|Regia Color 4f, Pairfect Contrasting 10x100g 6kg S
9891621-R2024|Regia Color 4f, Summer Breeze Col 5x100g 6kg Sort.
9891969-09999|Schachenmayr Baby Smiles Elodie 5x100g 8kg Sort.
9891986-09999|Schachenmayr Samu Color 6x150g 5,4 kg Sort.
9891132-C0007|Schachenmayr Sockenwolle Pixel 4f  5x100g  6kg Sor
9891132-R0007|Schachenmayr Sockenwolle Pixel 4f  5x100g 6kg Sort
9891137-00019|Schachenmayr Sockenwolle Pixel 6f 5x150g 9kg Sort.
9891137-00020|Schachenmayr Sockenwolle Cosmo 6f 5x150g 9kg Sort.
9891139-00002|Schachenmayr Sockenwolle Mistico 8f  5x150g 9kg So
9801176-00034|Regia 4f Uni Glitter 5x100g Nude
9801269-01261|"Regia 4f Variegata color 10x100g "
9801269-01287|"Regia 4f Mixtape color 10x100g "
9801269-01294|"Regia 4f Hippie Bus color 10x100g "
9801269-02353|"Regia 4f Blue-Lime color 10x100g "
9801269-02355|"Regia 4f Blue-Turquoise color 10x100g "
9801269-02592|"Regia 4f Grey-Turquoise color 10x100g "
9801269-02593|"Regia 4f Orange-Brown color 10x100g "
9801269-02882|"Regia 4f Roskilde color 10x100g "
9801269-03792|Regia 4f Funky Jade and Blue color 10x100g
9801269-09406|"Regia 4f Lichterfest color 10x100g "
9801270-03820|"Regia 4f Valle DL 5x100g "
9801270-03862|"Regia 4f Blue Velvet DL 5x100g "
9801270-03863|"Regia 4f Smolder DL 5x100g "
9801270-03867|"Regia 4f Twilight DL 5x100g "
9801270-09092|"Regia 4f Aalhus DL A&C E4Pairf 5x100g "
9801281-01141|"Regia 4f Unicorn color 10x50g "
9801281-01142|"Regia 4f Aquarius Color 10x50g "
9801285-01146|Regia 6f  Broken Turquoise color 5x150g
9801285-04903|"Regia 6f Mountain Panorama color 5x150g "
9801285-06218|"Regia 6f Pure Denim color 5x150g "
9801613-02295|Regia 4f color Pairfect 10x100g Petrol- Lime
9801613-02297|Regia 4f color Pairfect 10x100g Jeans-Sky
9801613-02299|Regia 4f color Pairfect 10x100g Beige- Brown
9801613-07127|Regia 4f color Pairfect 10x100g Anton
9801613-07131|Regia 4f color Pairfect 10x100g Erik
9801613-07153|Regia 4f color Pairfect10x100g Shore
9801613-07158|Regia 4f color Pairfect10x100g Jetty
9801630-07520|"Regia Premium 4f Merino Yak 5x100g "
9801630-07522|"Regia Premium 4f Merino Yak 5x100g "
9801631-00040|"Regia Premium Alpaca Soft 5x100g "
9801635-00020|"Regia Premium 4f Bamboo 5x100g "
9801635-00083|"Regia Premium 4f Bamboo 5x100g "
9801640-08505|"Regia Premium 4f Merino Yak color 5x100g "
9801640-08506|"Regia Premium 4f Merino Yak color 5x100g "
9801640-08507|"Regia Premium 4f Merino Yak color 5x100g "
9801640-08508|"Regia Premium 4f Merino Yak color 5x100g "
9801640-08509|"Regia Premium 4f Merino Yak color 5x100g "
9801640-08510|"Regia Premium 4f Merino Yak color 5x100g "
9801421-02082|"Schachenmayr Bravo Color 20x50g "
9801421-02093|"Schachenmayr Bravo Color 20x50g "
9801421-02094|"Schachenmayr Bravo Color 20x50g "
9801421-02107|"Schachenmayr Bravo Color 20x50g "
9801421-02109|"Schachenmayr Bravo Color 20x50g "
9801421-02112|"Schachenmayr Bravo Color 20x50g "
9801421-02129|"Schachenmayr Bravo Color 20x50g "
9801421-02133|"Schachenmayr Bravo Color 20x50g "
9801421-02137|"Schachenmayr Bravo Color 20x50g "
9801421-02138|Schachenmayr Bravo Color 20x50g
9801421-02139|"Schachenmayr Bravo Color 20x50g "
9801421-02337|"Schachenmayr Bravo Color 20x50g "
9807402-00002|Schachenmayr Soft & Easy Fine 10x100g
9807402-00022|Schachenmayr Soft & Easy Fine 10x100g
9807402-00025|Schachenmayr Soft & Easy Fine 10x100g
9807402-00030|Schachenmayr Soft & Easy Fine 10x100g
9807402-00034|Schachenmayr Soft & Easy Fine 10x100g
